Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32
Plattformen_These_1,P1,7.0,P1_07,"""Chinese Volunteering""",,,,,,,,,,,,,,,,,x,,,,,,,1.0,,7.      “Chinese Volounteering”,8.0
Plattformen_These_1,P1,8.0,P1_08,"Man kann sich Vertrauen erkaufen durch Features, Nützlichkeit",,,,,,,,,,,,x,,,,,,,,,,,,1.0,,"8.      Man kann sich Vertrauen erkaufen durch Features, Nützlichkeit",8.0
Plattformen_These_1,P1,9.0,P1_09,Soziales Netz als nutzerorganisierte Plattformen,,,,,,,,,x,,,,,,,,,,,Eigeninitiative von Nutzern; neutrale Angebote,,,,2.0,,9.      Soziales Netz als Nutzer-organisierte Plattformen,8.0
Plattformen_These_1,P1,10.0,P1_10,Vertrauen als Komplexitätsreduktion,,,,,,,,,,,,x,,,,,,,,,,,,1.0,,10.  Vertrauen als Komplexitätsreduktion,5.0
Plattformen_These_1,P1,11.0,P1_11,Kann Vertrauen delegieren (im Staat) - nicht bei Plattformen,,,,,,,,,,,,x,,,,,,,,,,,,1.0,,11.  Kann Vertrauen delegieren (im Staat) - nicht bei Plattformen,5.0
Plattformen_These_1,P1,12.0,P1_12,Komplexitätsreduktion über Marken,,,,,,,,,x,,,,,,,,,,,"Vertrauen auf den Markt, Ausblidung von Marken",,,,2.0,,12.  Komplexitätsreduktion über Marken,5.0
Plattformen_These_1,P1,13.0,P1_13,Fairness - für Nutzer ist Komplexität gering genug,,,,,,,,,,,,,,,,,,,x,,,,,1.0,,13.  Fairness - für Nutzer ist Komplexität gering genug,5.0
Plattformen_These_1,P1,14.0,P1_14,"""Man muss nicht vertrauen, denn es gibt rechtliche Regeln"" ist nicht genannt worden.",,,,x,,,,x,,,,x,,,,,,,,Regulierung ist keine Lösung,,,,4.0,,"14.  “Man muss nicht vertrauen, denn es gibt rechtliche Regeln”. Ist nicht genannt worden.",5.0
Plattformen_These_1,P1,15.0,P1_15,Wertigkeit der Schutzgüter (ist dynamisch),,,,,,,,,,,,,x,,,,,,,,,,,1.0,,15.  Wertigkeit der Schutzgüter (ist dynamisch),5.0
Plattformen_These_1,P1,16.0,P1_16,Haben wir eine Debatte über Minimalstandards?,,,,,,,,,x,,,,,,,,,,,Minimalstandards (aber diese müssen gesetzt werden),,,,2.0,,16.  Haben wir eine Debatte über Minimalstandards?,5.0
Plattformen_These_1,P1,17.0,P1_17,Wie funktioniert die Entscheidung?,,,,,,,,,,,,,,,,,,,x,,,,,1.0,,17.  Wie funktioniert die Entscheidung?,5.0
Plattformen_These_1,P1,18.0,P1_18,Vertrauen als Kundenbindung,,,,,,,,,,,,x,,,,,,,,,,,,1.0,,18.  Vertrauen als Kundenbindung,5.0
Plattformen_These_1,P1,19.0,P1_19,Wie gestalte ich Erwartungen? z.B. Flugverkehr,,,,,,,,,,,,,,,x,,,,,,,,,1.0,,19.  Wie gestalte ich Erwartungen? z.B. Flugverkehr,5.0
Plattformen_These_1,P1,20.0,P1_20,Modernes Lehnsrecht,,,,,,,,,x,,,,,,x,,,,,Lehnswesen als Lösungsansatz,,,,3.0,,20.  Modernes Lehnsrecht,5.0
Plattformen_These_1,P1,21.0,P1_21,Im Netz alles privat- was folgt daraus?,x,,,,,,,,,,,,,,,,,,,,,,,1.0,,21.  Im Netz alles privat- was folgt daraus?,5.0
Plattformen_These_1,P1,22.0,P1_22,Nutzer müssen Plattformen misstrauen,,,,,,,,,x,,,,,,,,,,,Paranoia,,,,2.0,,22.  Nutzer müssen Plattformen misstrauen,5.0
Plattformen_These_1,P1,23.0,P1_23,Plattformen können ordnende Funktion einnehmen → Beispiel IOS (Datenschutz),,,,,,,,,x,,,,,,,,,,,,,,,1.0,,23.  Plattformen können ordnende Funktion einnehmen → Beispiel IOS (Datenschutz),5.0
Plattformen_These_1,P1,24.0,P1_24,Plattformen für unterschiedliche Nutzungshandlungen,,,,,,,,,x,,,,,,,,,,,Ausdifferenzierung der Plattformlandschaft,,,,2.0,,24.  Plattformen für unterschiedliche Nutzungshandlungen,5.0
Plattformen_These_1,P1,25.0,P1_25,Nicht nur kognitive Kategorie - welche anderen Aspekte spielen eine ROlle,,,,,,,,,,,,,,,,,,,x,,,,,1.0,,25.  Nicht nur kognitive Kategorie - welche anderen Aspekte spielen eine ROlle,5.0
Plattformen_These_1,P1,26.0,P1_26,"Wenn ausgehandelt wird, was steht nicht zur Verhandlung?",,,,,,,,,,,,,,x,,,,,,,,,,1.0,,"26.  Wenn ausgehandelt wird, was steht nicht zur Verhandlung?",5.0
Plattformen_These_1,P1,27.0,P1_27,Marken als gesellschaftliche Konstruktion,,,x,,,,,,x,,,,,,,,,,,Ausbildung von Marken,,,,3.0,,27.  Marken als gesellschaftliche Konstruktion,5.0
Plattformen_These_1,P1,28.0,P1_28,Verantwortung muss korrelieren  mit Erwartung an Verantwortung,,,,,,,,,,,,,,,x,,,,,,,,,1.0,,28.  Verantwortung muss korrelieren  mit Erwartung an Verantwortung,5.0
Plattformen_These_1,P1,29.0,P1_29,Straßenkampf in der digitalen Begegnung,x,,,,,,,,,,,,,,,,,,,,,,,1.0,,29.  Straßenkampf in der digitalen Begegnung,5.0
Plattformen_These_1,P1,30.0,P1_30,"Was ist Fairness: Erwartungskonformität, Verlässlichkeit",,,,,,,,,,,,,,,,x,,,,,,,,1.0,,"30.  Was ist Fairness: Erwartungskonformität, Verlässlichkeit",5.0
Plattformen_These_1,P1,31.0,P1_31,"Vertrauen als ""Währung"", mit der man Utilität bezahlt",x,,,,,,,,,,,x,,,,x,,x,,,,,,4.0,,31.  Vertrauen als “Währung” mit der man Utilität bezahlt,5.0
Plattformen_These_1,P1,32.0,P1_32,"Welche Anreize können Plattformanbieter bekommen, um Ordnung zu stiften?",,,,,,,,,x,,,,,,,,,,,Incentivierung,,,,2.0,,"32.  Welche Anreize können Plattformanbieter bekommen, um Ordnung zu stiften?",5.0
Plattformen_These_1,P1,33.0,P1_33,Reale Machtkonstruktionen erforschen,,,,,,,,,,,,,,,,,x,,,,,,,1.0,,33.  Reale Machtkonstruktionen erforschen,5.0
Plattformen_These_1,P1,34.0,P1_34,Nutzer müssen Plattformanbietern vertrauen können,,,,,,,,,,,,x,,,,,,,,,,,,1.0,,34.  Nutzer müssen Plattformanbietern vertrauen können,5.0
Plattformen_These_1,P1,35.0,P1_35,Privatisierung öffentlicher Räume,x,,,x,,,,,,,,,,,,,,,,,,,,2.0,,35.  Privatisierung öffentlicher Räume,5.0
Plattformen_These_1,P1,36.0,P1_36,Wer garantiert die Würde (und was ist das?),,,,,,,,,,,,,x,,,,,,,,,,,1.0,,36.  Wer garantiert die Würde (und was ist das?),5.0
Plattformen_These_1,P1,37.0,P1_37,"Vertrauens- und Erwartungshaltung, die nicht enttäuscht werden will?",,,,,,,,,,,,x,,,,,,,,,,,,1.0,,"37.  Vertrauens- und Erwartungshaltung, die nicht enttäuscht werden will?",5.0
Plattformen_These_1,P1,38.0,P1_38,Appellativ: Du kannst mir vertrauen!,,,,,,,,,,,,x,,,,,,,,,,,,1.0,,38.  Appellativ: Du kannst mir vertrauen!,5.0
Plattformen_These_1,P1,39.0,P1_39,Fürsorgepflicht,,,,x,,,,,,,,,,,,,,,,,,,,1.0,,39.  Fürsorgepflicht,5.0
Plattformen_These_1,P1,40.0,P1_40,"Verschiedene Inhalte: Vertrauen ggf. Richtigkeit von Infos, Datenschutz etc.",,,,,,,,,,,,x,,,,,,,,,,,,1.0,,"40.  Verschiedene Inhalte: Vertrauen ggf. Richtigkeit vin Infos, Datenschutz etc.",5.0
Plattformen_These_2,P2,1.0,P2_01,Social Network ist kein privater Raum,x,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.      Social Network ist kein privater Raum,8.0
Plattformen_These_2,P2,2.0,P2_02,Nur begrenzte Inhaltskontrolle (keine Willkür),,,,x,,,,,,,,,,,,,,,,,,,,1.0,,2.      Nur begrenzte Inhaltskontrolle (keine Willkür),8.0
Plattformen_These_2,P2,3.0,P2_03,"Meinungsfreiheit: Anspruch gegenüber Plattformenbetreiber oder gegenüber Staat, der reguliert",,,,x,,,,,x,,,,x,,,,,,,Grundrechtliche Absicherung,,,,4.0,,"3.      Meinungsfreiheit: Anspruch gegenüber Plattformenbetreiber oder gegenüber Staat, der reguliert",8.0
Plattformen_These_2,P2,4.0,P2_04,Plattformen müssen sich bekennen → bin ich neutral oder nicht?,,,,,,,,,x,,,,,,,,,,,,,,,1.0,,4.      Plattformen müssen sich bekennen → bin ich neutral oder nicht?,8.0
Plattformen_These_2,P2,5.0,P2_05,Spezifisches Medienkontrollrecht,,,,x,,,,,x,,,,,,,,,,,Regulierung,,,,3.0,,5.      Spezifisches Medienkontrollrecht,8.0
Plattformen_These_2,P2,6.0,P2_06,Kommunikationsinteressen geht immer vor Privatinteressen,,,,,,,,,,,,,,,x,,,,,,,,,1.0,,6.      Kommunikationsinteressen geht immer vor Privatinteressen,8.0
Plattformen_These_2,P2,7.0,P2_07,"Wenn öffentlicher Raum, dann Meinungsfreiheit - Was bedeutet das? z.B. Realnamenspflicht",,,,,,,,,x,,,,,,,,,,,Realnamenspflicht,,,,2.0,,"7.      Wenn öffentlicher Raum, dann Meinungsfreiheit - Was bedeutet das? z.B. Realnamenspflicht",8.0
Plattformen_These_2,P2,8.0,P2_08,"Unmittelbare Grundrechtbindung? Bei Facebook, Google etc.",,,,x,,,,,x,,,,x,,,,,,,Grundrechtliche Absicherung,,,,4.0,,"8.      Unmittelbare Grundrechtbindung? Bei Facebook, Google etc.",8.0
Plattformen_These_2,P2,9.0,P2_09,Marktbeherrschung anstreben reicht nicht aus,,,,,,,,,,,,,,,,,,,x,,,,,1.0,,9.      Marktbeherrschung anstreben reicht nicht aus,8.0
Plattformen_These_2,P2,10.0,P2_10,Handlungsfreiheit Hausrecht/Geschäftsbedingungen,,,,x,,,,,,,,,,,,,,,,,,,,1.0,,10.  Handlungsfreiheit Hausrecht/Geschäftsbedingungen,5.0
Plattformen_These_2,P2,11.0,P2_11,Meinungsfreiheit der Nutzer vs. Meinungfreiheit  der Plattformanbieter,,,,,,,,,,,,,x,,,,x,,,,,,,2.0,,11.  Meinungsfreiheit der Nutzer vs. Meinungfreiheit  der Plattformanbieter,5.0
Plattformen_These_2,P2,12.0,P2_12,Zerschlagung ist denkbar/möglich,,,,x,,,,,x,,,,,,,,,,,Sanktionierung durch Zerschlagung,,,,3.0,,12.  Zerschlagung ist denkbar/möglich,5.0
Plattformen_These_2,P2,13.0,P2_13,Kommunikation als essenzielle Ressource,,,,,,,,,,,,,,,,,,,x,,,,,1.0,,13.  Kommunikation als essenzielle Ressource,5.0
Plattformen_These_2,P2,14.0,P2_14,Annonymität/Kennzeichnungspflicht,,,,,,,,x,,,,,,,,,,,,,,,,1.0,,14.  Annonymität/ Kennzeichnungspflicht,5.0
Plattformen_These_2,P2,15.0,P2_15,Essentialität wird unterstellt (bei Facebook nicht),,,,,,,,,,,,,,,,,,,x,,,,,1.0,,15.  Essentialität wird unterstellt (bei Facebook nicht),5.0
Plattformen_These_2,P2,16.0,P2_16,Entgrenzungsprozesse,x,,x,,,,,,,,,,,,,,,,,,,,,2.0,,16.  Entgrenzungsprozesse,5.0
Plattformen_These_2,P2,17.0,P2_17,"Welchen Anspruch haben wir an den Kodex? Nicht international, sondern für Deutschland",,,,,x,,,,,,,,,,,,,,,,,,,1.0,,"17.  Welchen Anspruch haben wir an den Kodex? Nicht international, sondern für Deutschland",5.0
Plattformen_These_2,P2,18.0,P2_18,Meinungsfreiheit als Abwehrrecht gegen den Staat  - neue Fragen bei digitalen Räumen,,,,x,,,,,,,,,x,,,,,,,,,,,2.0,,18.  Meinungsfreiheit als Abwehrrecht gegen den Staat  - neue Fragen bei digitalen Räumen,5.0
Plattformen_These_2,P2,19.0,P2_19,"Was ist ein öffentlicher Raum? Flughafen, Presse",x,,,x,,,,,x,,,,,,,,,,,"Regelung in Analogie zu Räumen wie Flughäfen, Bahnhöfen",,,,4.0,,"19.  Was ist ein öffentlicher Raum? Flughafen, Presse",5.0
Plattformen_These_2,P2,20.0,P2_20,Wessen Haus ist das hier? Hausrecht z.B. China: staatliche Betriebe,,,,x,,,,,,,,,,,,,x,,,,,,,2.0,,20.  Wessen Haus ist das hier? Hausrecht z.B. China- staatliche Betriebe,5.0
Plattformen_These_2,P2,21.0,P2_21,Welche Räume müssen geschützt werden?,,,,,,,,,x,,,,,,,x,,,,Schützen spezifischer Räume,,,,3.0,,21.  Welche Räume müssen geschützt werden?,5.0
Plattformen_These_2,P2,22.0,P2_22,Globale Produkte/Anbieter haben kein Interesse an Differenzierung,x,,,,,,,,,,,,,,,,,,,,,,,1.0,,22.  Globale Produkte/Anbieter haben kein Interesse an Differenzierung,5.0
Plattformen_These_2,P2,23.0,P2_23,Welche Mitsprache bei welcher Plattformen? Beispiel öffentlich rechtlich,,,,,,,,x,,,,,,,,,,,,,,,,1.0,,23.  Welche Mitsprache bei welcher Plattformen? Beispiel öffentlich rechtlich,5.0
Plattformen_These_2,P2,24.0,P2_24,"Gibt es Notwendigkeit, Normen und Werte zu erhalten auch auf Plattformen? Ja? Wie?",,,,,,,,,,,,,,x,,,,,,,,,,1.0,,"24.  Gibt es Notwendigkeit, Normen und Werte zu erhalten auch auf Plattformen? Ja? Wie?",5.0
Plattformen_These_2,P2,25.0,P2_25,Fehlende Internationalität von Werten,x,,,,,,,,,,,,,x,,,,,,,,,,2.0,,25.  Fehlende Internationalität von Werten,5.0
Plattformen_These_2,P2,26.0,P2_26,Wie Selbstregulierung zu diesem Ziel fördern? Anreize?,,,,,,,,,x,,,,,,,,,,,Selbstregulierung,,,,2.0,,26.  Wie Selbstregulierung zu diesem Ziel fördern? Anreize?,5.0
Plattformen_These_2,P2,27.0,P2_27,Durchsetzungsschwierigkeiten in sanktionsorientierten Regulierungssystemen,,,,x,,,,,,,,,,,,,,,,,,,,1.0,,27.  Durchsetzungsschwierigkeiten in sanktionsorientierten Regulierungssystemen,5.0
